id,date,total,employee
4988,2023-08-30 05:26:49,0,2
4989,2023-03-17 11:55:45,0,2
4990,2023-02-09 02:03:34,0,3
4991,2022-12-27 18:13:59,0,2
4992,2022-12-23 07:12:02,0,3
4993,2023-08-15 23:21:43,0,3
4994,2023-05-07 15:05:56,0,1
4995,2023-04-26 18:10:40,0,
4996,2023-08-22 19:06:27,0,3
4997,2023-04-22 14:31:53,0,
4998,2023-09-22 04:32:12,0,1
4999,2023-03-20 17:04:50,0,3
5000,2023-03-26 17:56:24,0,
5001,2023-10-26 13:09:10,0,2
5002,2023-06-28 00:00:12,0,1
5003,2023-01-27 05:10:13,0,1
5004,2022-11-03 07:19:52,0,1
5005,2022-12-31 22:12:18,0,1
5006,2023-04-18 00:30:07,0,3
5007,2023-04-05 01:58:34,0,
5008,2022-11-04 18:33:45,0,1
5009,2022-12-09 20:33:05,0,2
5010,2023-09-20 22:26:59,0,2
5011,2023-10-26 10:15:23,0,3
5012,2023-08-11 16:45:46,0,1
5013,2022-10-31 04:09:42,0,2
5014,2023-03-11 20:42:58,0,3
5015,2023-09-12 01:22:02,0,2
5016,2023-06-16 03:09:28,0,2
5017,2023-05-13 04:03:22,0,2
5018,2023-04-23 08:54:34,0,1
5019,2022-11-13 19:48:49,0,1
5020,2023-06-09 20:23:58,0,1
5021,2022-11-08 12:03:34,0,2
5022,2022-12-19 09:56:49,0,2
5023,2023-07-11 11:53:31,0,3
5024,2023-10-09 02:43:09,0,3
5025,2023-05-18 18:37:22,0,2
5026,2023-07-26 19:35:57,0,1
5027,2022-11-30 02:51:10,0,2
5028,2023-06-16 21:09:46,0,2
5029,2023-08-10 19:12:25,0,
5030,2023-04-30 22:40:52,0,3
5031,2023-10-04 22:22:43,0,1
5032,2022-12-19 16:58:11,0,3
5033,2023-05-31 02:59:57,0,1
5034,2023-05-04 15:35:17,0,
5035,2023-02-04 14:22:31,0,1
5036,2023-10-28 01:02:09,0,1
5037,2023-06-11 20:18:05,0,3
5038,2023-08-26 02:39:23,0,2
5039,2023-01-11 06:54:07,0,1
5040,2022-12-03 17:12:33,0,1
5041,2023-06-14 04:50:13,0,2
5042,2023-03-07 21:05:18,0,3
5043,2023-01-20 05:49:50,0,
5044,2023-06-04 00:52:10,0,2
5045,2022-11-08 21:54:45,0,1
5046,2022-11-07 21:34:55,0,1
5047,2023-03-28 17:49:29,0,
5048,2023-01-22 07:33:59,0,1
5049,2023-04-03 21:25:04,0,
5050,2023-07-10 02:31:43,0,
5051,2023-06-13 17:49:17,0,1
5052,2023-06-20 11:24:21,0,1
5053,2023-01-24 22:54:27,0,1
5054,2023-06-22 23:23:00,0,2
5055,2023-01-22 07:27:45,0,2
5056,2022-11-28 16:18:03,0,1
5057,2022-11-11 16:45:08,0,
5058,2023-08-23 12:27:31,0,
5059,2022-11-09 09:41:14,0,2
5060,2023-05-02 23:43:37,0,1
5061,2023-05-07 07:18:55,0,3
5062,2023-08-30 19:32:11,0,
5063,2022-12-10 15:15:09,0,1
5064,2023-05-13 00:22:09,0,
5065,2023-08-16 21:06:45,0,1
5066,2023-07-02 08:22:51,0,
5067,2022-12-22 14:03:02,0,3
5068,2023-01-08 13:59:15,0,2
5069,2023-06-05 11:29:25,0,3
5070,2022-12-13 20:30:01,0,2
5071,2023-08-13 20:11:06,0,2
5072,2023-01-30 01:04:27,0,2
5073,2022-11-17 22:26:44,0,1
5074,2023-08-12 22:57:56,0,2
5075,2023-07-29 08:46:19,0,1
5076,2023-04-24 16:45:25,0,3
5077,2023-09-01 05:06:24,0,3
5078,2023-04-15 21:36:31,0,
5079,2023-05-20 13:37:43,0,1
5080,2023-09-11 11:20:19,0,
5081,2023-09-18 00:27:48,0,3
5082,2022-11-07 06:12:57,0,2
5083,2023-05-14 06:45:35,0,3
5084,2023-05-26 19:20:19,0,1
5085,2023-01-24 09:11:14,0,
5086,2022-11-25 13:37:34,0,1
5087,2023-09-05 16:02:20,0,2
5088,2023-02-15 19:15:48,0,
5089,2022-12-08 07:54:01,0,1
5090,2023-07-07 11:36:56,0,2
5091,2023-06-23 13:45:29,0,
5092,2023-07-23 13:06:22,0,2
5093,2023-02-08 19:34:35,0,2
5094,2023-08-19 02:42:31,0,
5095,2023-04-22 13:17:37,0,
5096,2023-07-07 10:10:01,0,
5097,2023-09-23 03:35:30,0,
5098,2023-02-08 17:14:37,0,
5099,2023-05-26 17:14:02,0,1
5100,2023-06-21 11:02:15,0,
5101,2023-10-06 00:05:53,0,
5102,2022-12-15 23:39:13,0,1
5103,2022-12-05 09:44:03,0,
5104,2023-05-25 11:32:03,0,2
5105,2023-04-02 22:54:30,0,2
5106,2023-03-19 08:40:29,0,2
5107,2023-10-27 07:47:54,0,1
5108,2022-12-19 23:41:30,0,1
5109,2023-07-02 20:03:38,0,2
5110,2023-02-20 21:19:41,0,2
5111,2023-01-23 14:35:13,0,
5112,2023-01-01 06:31:27,0,2
5113,2023-02-03 07:03:21,0,3
5114,2023-03-24 18:40:53,0,1
5115,2023-05-11 06:37:48,0,1
5116,2022-12-03 02:04:19,0,
5117,2023-04-24 02:21:22,0,
5118,2023-04-21 11:12:26,0,3
5119,2023-02-04 05:58:13,0,
5120,2023-08-22 00:42:50,0,1
5121,2023-10-17 21:43:34,0,1
5122,2023-06-11 11:44:44,0,1
5123,2023-06-17 05:01:57,0,3
5124,2023-02-16 22:00:58,0,
5125,2023-07-28 15:57:05,0,
5126,2023-08-06 23:52:48,0,1
5127,2022-11-17 11:55:26,0,
5128,2023-05-21 04:53:05,0,2
5129,2023-04-18 02:53:35,0,1
5130,2023-01-13 17:51:25,0,1
5131,2023-07-12 22:31:48,0,
5132,2023-05-31 04:31:58,0,3
5133,2023-10-10 05:30:55,0,1
5134,2023-02-02 07:47:23,0,
5135,2023-08-25 23:21:53,0,1
5136,2023-09-23 19:17:51,0,1
5137,2022-12-18 23:13:45,0,1
5138,2023-08-29 04:10:46,0,
5139,2023-09-25 20:47:37,0,3
5140,2022-12-10 19:14:16,0,2
5141,2023-04-24 23:48:06,0,
5142,2023-03-04 05:07:42,0,1
5143,2023-04-07 16:09:59,0,1
5144,2023-07-26 16:21:30,0,1
5145,2023-01-23 06:54:21,0,3
5146,2023-08-21 09:25:07,0,1
5147,2023-05-24 12:28:41,0,1
5148,2023-05-02 16:18:14,0,2
5149,2023-10-21 17:10:42,0,2
5150,2023-04-18 07:47:32,0,3
5151,2023-04-17 23:42:14,0,1
5152,2023-09-03 02:31:19,0,2
5153,2023-03-16 20:31:38,0,
5154,2023-07-26 00:10:07,0,
5155,2023-08-02 07:44:42,0,
5156,2023-10-10 23:33:03,0,1
5157,2022-12-21 02:27:52,0,1
5158,2023-05-17 12:01:00,0,3
5159,2023-01-26 06:43:02,0,3
5160,2023-08-04 08:47:28,0,2
5161,2023-05-30 12:21:12,0,2
5162,2023-05-20 07:28:05,0,1
5163,2023-01-13 21:05:25,0,1
5164,2022-12-23 07:01:53,0,
5165,2022-11-21 07:08:29,0,1
5166,2022-12-05 17:04:21,0,
5167,2023-09-04 21:31:00,0,3
5168,2023-09-22 00:30:43,0,2
5169,2023-03-21 23:37:15,0,1
5170,2023-09-13 11:24:42,0,1
5171,2023-07-03 18:03:20,0,2
5172,2023-10-27 10:47:49,0,2
5173,2023-10-23 22:05:11,0,2
5174,2023-04-16 13:21:30,0,3
5175,2023-04-15 21:42:39,0,1
5176,2023-03-06 17:51:12,0,2
5177,2023-07-01 10:20:06,0,1
5178,2023-09-24 14:20:39,0,1
5179,2023-01-08 00:44:46,0,
5180,2023-05-20 17:53:07,0,
5181,2023-10-18 22:05:48,0,1
5182,2023-10-06 19:15:36,0,2
5183,2023-01-16 00:35:04,0,1
5184,2023-10-07 09:26:20,0,2
5185,2023-07-08 19:51:01,0,3
5186,2023-02-21 04:13:08,0,3
5187,2023-06-12 03:01:19,0,1
5188,2023-02-18 22:15:59,0,
5189,2023-04-02 05:29:21,0,2
5190,2023-03-14 16:57:34,0,
5191,2023-08-24 17:30:46,0,1
5192,2023-07-16 15:38:35,0,3
5193,2023-07-26 20:24:53,0,1
5194,2023-02-28 22:53:54,0,2
5195,2023-09-21 11:05:33,0,3
5196,2023-07-13 16:00:58,0,3
5197,2023-06-18 08:02:14,0,3
5198,2023-07-09 04:41:33,0,2
5199,2023-01-02 15:18:06,0,1
5200,2023-10-26 23:18:48,0,1
5201,2022-11-30 18:19:50,0,2
5202,2023-09-03 02:41:40,0,
5203,2023-03-20 06:28:52,0,3
5204,2022-12-11 22:01:56,0,1
5205,2023-03-05 03:14:25,0,
5206,2023-06-18 00:55:36,0,3
5207,2023-03-06 19:00:28,0,1
5208,2023-03-31 08:03:02,0,2
5209,2023-09-16 23:40:50,0,2
5210,2023-01-03 02:07:53,0,1
5211,2023-01-01 15:39:47,0,1
5212,2022-12-01 01:38:55,0,2
5213,2023-06-09 20:08:24,0,3
5214,2023-04-26 12:40:02,0,1
5215,2023-09-30 09:44:19,0,
5216,2023-09-09 02:39:24,0,1
5217,2023-03-25 03:37:09,0,1
5218,2022-12-18 08:21:19,0,2
5219,2023-08-03 11:51:50,0,
5220,2022-11-16 15:43:34,0,1
5221,2022-11-18 07:16:03,0,
5222,2023-08-27 03:43:11,0,2
5223,2023-10-18 23:13:42,0,
5224,2023-08-17 13:56:01,0,
5225,2023-10-12 13:08:16,0,2
5226,2023-10-04 22:55:18,0,2
5227,2023-01-03 17:10:05,0,3
5228,2023-01-25 04:23:20,0,1
5229,2023-10-28 14:12:25,0,2
5230,2023-05-08 16:15:05,0,
5231,2023-05-10 09:59:12,0,1
5232,2022-12-31 23:43:50,0,3
5233,2023-09-07 07:27:48,0,
5234,2023-08-24 15:15:12,0,3
5235,2023-01-25 17:54:24,0,2
5236,2023-04-05 17:49:48,0,3
5237,2023-02-03 13:51:15,0,3
5238,2023-08-13 12:01:16,0,
5239,2022-11-02 00:51:28,0,
5240,2023-06-15 10:21:49,0,
5241,2023-06-01 13:02:15,0,
5242,2023-09-03 03:48:54,0,1
5243,2022-11-05 02:16:48,0,3
5244,2023-07-19 15:00:54,0,
5245,2023-09-28 04:17:23,0,1
5246,2023-03-16 09:15:58,0,2
5247,2023-09-17 01:04:40,0,1
5248,2023-06-03 11:01:52,0,
5249,2022-12-27 17:51:45,0,3
5250,2023-09-28 23:50:06,0,1
5251,2023-03-31 12:13:13,0,
5252,2023-04-14 13:07:58,0,
5253,2023-06-21 11:45:52,0,2
5254,2023-04-15 08:03:21,0,
5255,2023-03-02 14:35:17,0,2
5256,2023-02-14 13:23:32,0,1
5257,2023-07-28 14:21:25,0,3
5258,2023-08-11 00:52:45,0,1
5259,2023-05-31 23:01:23,0,1
5260,2023-04-20 18:34:50,0,
5261,2022-12-11 13:51:25,0,3
5262,2023-05-31 17:31:42,0,2
5263,2023-06-04 18:23:37,0,1
5264,2022-12-28 12:51:41,0,1
5265,2022-11-22 08:14:30,0,3
5266,2023-01-04 03:42:51,0,
5267,2022-11-03 00:46:18,0,3
5268,2023-06-16 09:31:18,0,2
5269,2022-11-04 09:28:56,0,3
5270,2023-02-04 07:25:05,0,2
5271,2023-05-17 00:25:28,0,3
5272,2023-10-10 02:16:24,0,3
5273,2023-07-07 09:56:58,0,1
5274,2023-07-04 22:01:03,0,3
5275,2023-04-16 03:00:58,0,1
5276,2023-08-13 11:18:38,0,3
5277,2023-05-19 02:59:53,0,1
5278,2022-12-13 10:41:10,0,1
5279,2023-03-02 14:53:21,0,2
5280,2023-06-23 10:29:36,0,2
5281,2023-01-05 14:55:26,0,3
5282,2023-10-12 09:42:48,0,
5283,2023-03-22 10:40:08,0,1
5284,2023-05-17 23:34:06,0,2
5285,2023-03-09 02:19:44,0,
5286,2023-04-18 21:48:20,0,2
5287,2022-11-13 07:04:29,0,
5288,2023-02-01 16:21:20,0,1
5289,2023-10-08 16:30:18,0,
5290,2023-08-30 18:40:56,0,2
5291,2023-06-05 13:15:26,0,2
5292,2023-07-28 23:56:12,0,
5293,2022-12-15 20:50:28,0,
5294,2022-12-27 11:44:17,0,3
5295,2023-09-28 15:56:10,0,2
5296,2023-05-05 00:10:06,0,3
5297,2023-07-18 20:45:03,0,2
5298,2022-12-02 16:18:06,0,2
5299,2023-03-02 18:13:24,0,1
5300,2023-03-12 18:03:50,0,
5301,2023-02-17 16:03:03,0,3
5302,2023-08-18 23:16:32,0,
5303,2023-09-17 23:29:16,0,1
5304,2022-11-25 14:44:05,0,3
5305,2023-06-06 16:04:27,0,
5306,2022-10-31 11:53:30,0,1
5307,2023-08-18 09:32:49,0,
5308,2022-11-10 12:22:30,0,1
5309,2022-12-14 23:01:05,0,
5310,2023-06-12 04:31:26,0,1
5311,2023-04-27 00:03:36,0,3
5312,2023-06-03 00:36:04,0,1
5313,2022-12-28 09:55:43,0,2
5314,2022-12-16 06:32:15,0,1
5315,2023-09-24 22:06:29,0,3
5316,2022-12-18 22:52:53,0,3
5317,2023-03-29 20:41:59,0,
5318,2023-01-31 06:14:46,0,1
5319,2022-12-06 08:33:24,0,3
5320,2023-02-09 06:13:15,0,2
5321,2023-03-11 06:01:47,0,3
5322,2023-07-29 12:40:13,0,2
5323,2022-12-30 08:37:10,0,
5324,2022-11-11 10:05:25,0,2
5325,2022-12-22 23:49:13,0,1
5326,2023-03-24 01:20:11,0,2
5327,2023-05-28 22:43:04,0,2
5328,2023-08-06 04:51:07,0,
5329,2023-07-23 01:18:13,0,1
5330,2023-06-03 16:56:38,0,1
5331,2023-06-20 21:51:27,0,1
5332,2023-05-29 07:47:08,0,3
5333,2023-09-20 02:41:24,0,2
5334,2023-01-05 10:49:49,0,
5335,2023-07-29 11:14:10,0,
5336,2023-04-25 18:46:10,0,3
5337,2023-08-03 18:34:35,0,
5338,2023-02-14 09:47:14,0,2
5339,2023-04-26 13:45:06,0,
5340,2023-09-23 15:42:09,0,
5341,2023-09-21 13:05:20,0,
5342,2023-10-23 13:02:44,0,1
5343,2023-05-29 18:30:52,0,3
5344,2022-12-21 19:24:40,0,
5345,2023-01-30 04:39:10,0,3
5346,2023-01-27 11:01:51,0,1
5347,2022-10-30 11:08:59,0,2
5348,2022-12-23 02:07:45,0,3
5349,2022-11-10 08:18:46,0,2
5350,2023-08-13 13:37:54,0,
5351,2023-06-24 23:22:13,0,
5352,2022-11-14 05:33:50,0,
5353,2023-03-17 12:54:15,0,
5354,2023-09-25 05:28:52,0,2
5355,2023-02-04 14:35:18,0,
5356,2023-02-28 12:52:42,0,3
5357,2023-09-02 12:43:56,0,2
5358,2022-12-23 21:23:42,0,3
5359,2023-04-15 16:39:16,0,1
5360,2023-03-26 16:00:04,0,2
5361,2023-04-24 06:50:24,0,3
5362,2023-06-07 22:03:00,0,3
5363,2023-01-31 01:47:07,0,3
5364,2023-10-24 05:28:30,0,2
5365,2023-10-27 02:18:12,0,2
5366,2022-11-13 13:17:56,0,1
5367,2023-04-18 05:40:06,0,
5368,2023-05-25 00:25:38,0,
5369,2023-04-26 14:49:15,0,1
5370,2023-06-17 02:00:26,0,1
5371,2023-09-18 04:49:54,0,3
5372,2023-03-30 04:58:45,0,1
5373,2023-03-03 20:41:51,0,1
5374,2023-10-18 22:30:56,0,2
5375,2023-03-26 22:26:56,0,1
5376,2023-06-15 21:35:53,0,3
5377,2023-09-26 03:11:11,0,
5378,2023-07-14 17:33:39,0,2
5379,2022-11-06 02:20:10,0,2
5380,2023-03-05 21:35:26,0,1
5381,2022-11-07 06:58:46,0,2
5382,2023-08-13 04:09:38,0,3
5383,2022-12-02 12:58:46,0,1
5384,2022-11-03 06:43:35,0,
5385,2023-02-01 03:46:20,0,1
5386,2022-12-07 09:39:00,0,
5387,2023-04-28 03:41:46,0,
5388,2023-07-10 04:11:40,0,1
5389,2023-01-21 17:12:26,0,2
5390,2023-02-25 13:29:58,0,3
5391,2023-10-12 01:41:25,0,1
5392,2023-05-21 12:13:24,0,1
5393,2023-09-12 01:18:20,0,2
5394,2023-05-22 21:06:39,0,3
5395,2023-05-17 09:24:56,0,3
5396,2023-08-23 21:32:40,0,
5397,2023-05-19 00:32:30,0,3
5398,2023-03-25 22:41:48,0,
5399,2023-09-19 17:54:54,0,
5400,2023-08-03 13:58:25,0,1
5401,2023-01-11 08:06:31,0,3
5402,2023-05-11 07:55:43,0,3
5403,2023-03-02 01:22:29,0,3
5404,2023-07-04 01:59:13,0,3
5405,2023-09-10 23:20:26,0,
5406,2023-01-02 22:41:36,0,
5407,2023-03-17 12:35:24,0,
5408,2023-05-25 18:46:42,0,1
5409,2023-03-31 21:43:18,0,3
5410,2023-02-17 03:24:29,0,2
5411,2023-01-21 01:03:49,0,
5412,2023-02-06 05:29:32,0,1
5413,2023-08-29 03:15:24,0,2
5414,2023-10-25 09:34:14,0,
5415,2023-05-30 17:18:51,0,1
5416,2023-09-21 02:37:41,0,2
5417,2022-12-22 23:45:21,0,2
5418,2023-08-17 07:20:35,0,
5419,2023-06-17 04:11:26,0,2
5420,2023-08-28 09:22:04,0,
5421,2023-09-19 01:21:05,0,3
5422,2022-12-02 20:50:33,0,2
5423,2023-02-07 22:48:11,0,2
5424,2023-10-17 14:26:17,0,3
5425,2023-09-01 00:15:48,0,3
5426,2022-11-04 08:50:26,0,1
5427,2023-05-30 23:53:53,0,1
5428,2023-10-14 23:25:25,0,
5429,2023-01-02 05:45:01,0,
5430,2022-12-15 09:03:45,0,3
5431,2023-05-09 15:07:00,0,2
5432,2023-01-11 09:22:33,0,
5433,2023-08-20 00:51:38,0,1
5434,2023-09-28 09:48:19,0,3
5435,2023-04-27 02:51:46,0,1
5436,2023-01-10 17:04:22,0,
5437,2023-01-24 11:37:09,0,
5438,2022-10-30 02:17:33,0,3
5439,2023-09-14 22:43:09,0,1
5440,2023-10-24 04:23:14,0,2
5441,2023-08-25 02:55:57,0,2
5442,2023-09-03 12:40:10,0,2
5443,2023-07-02 22:06:37,0,2
5444,2023-03-18 06:09:59,0,2
5445,2023-04-25 14:14:36,0,2
5446,2023-06-15 07:10:23,0,2
5447,2023-07-11 01:13:23,0,
5448,2022-12-25 03:08:08,0,1
5449,2023-05-10 05:19:32,0,3
5450,2023-08-20 12:45:25,0,3
5451,2023-06-15 12:21:30,0,2
5452,2023-07-23 08:45:02,0,1
5453,2023-10-04 14:48:00,0,2
5454,2023-01-23 23:59:49,0,1
5455,2023-07-12 23:50:01,0,
5456,2022-11-19 12:21:23,0,2
5457,2023-01-25 22:05:23,0,1
5458,2023-04-24 00:45:16,0,3
5459,2023-09-26 02:04:46,0,3
5460,2022-11-14 20:03:50,0,3
5461,2022-12-06 23:19:26,0,2
5462,2023-09-08 15:39:08,0,2
5463,2022-12-17 01:32:33,0,3
5464,2023-08-03 19:02:56,0,1
5465,2023-04-16 06:24:40,0,3
5466,2023-07-18 08:14:06,0,2
5467,2023-03-04 04:02:00,0,1
5468,2023-03-16 20:34:52,0,2
5469,2023-04-13 08:38:44,0,1
5470,2023-07-05 10:00:37,0,
5471,2023-03-05 23:49:06,0,1
5472,2023-08-29 10:38:32,0,2
5473,2023-01-26 08:30:17,0,
5474,2023-07-06 02:58:35,0,
5475,2023-10-21 07:49:20,0,
5476,2022-12-19 14:26:05,0,
5477,2023-10-17 04:01:32,0,3
5478,2023-04-27 04:26:25,0,1
5479,2022-12-26 19:50:52,0,
5480,2023-09-05 17:03:54,0,1
5481,2023-05-27 21:34:54,0,
5482,2023-05-03 13:23:19,0,2
5483,2023-08-15 20:00:02,0,3
5484,2023-04-24 22:42:57,0,2
5485,2022-11-27 09:06:58,0,3
5486,2023-09-18 08:35:26,0,1
5487,2023-03-20 14:39:05,0,3
5488,2022-12-17 02:05:07,0,2
5489,2023-07-16 06:39:39,0,3
5490,2023-01-13 00:29:12,0,
5491,2023-02-25 22:51:46,0,
5492,2023-07-13 03:21:55,0,3
5493,2023-03-05 06:51:08,0,2
5494,2023-06-30 14:38:12,0,
5495,2023-01-06 15:16:25,0,1
5496,2023-07-25 13:20:41,0,
5497,2023-03-03 10:20:26,0,3
5498,2022-11-25 00:03:32,0,3
5499,2023-09-02 21:06:59,0,2
5500,2022-12-11 08:19:08,0,1
5501,2023-02-25 14:24:08,0,3
5502,2023-04-04 19:06:22,0,1
5503,2023-05-05 04:22:03,0,2
5504,2023-02-17 21:15:40,0,
5505,2022-12-21 16:41:22,0,1
5506,2023-05-05 11:53:49,0,3
5507,2023-07-22 22:25:38,0,1
5508,2023-04-28 01:09:45,0,3
5509,2023-03-14 17:48:58,0,3
5510,2023-02-03 17:48:01,0,3
5511,2023-03-28 09:27:38,0,3
5512,2023-10-24 14:34:38,0,3
5513,2023-10-19 23:13:45,0,
5514,2023-02-22 12:10:03,0,1
5515,2023-07-25 22:59:45,0,
5516,2022-11-20 10:28:20,0,2
5517,2023-08-30 05:21:59,0,
5518,2023-04-25 18:51:29,0,2
5519,2023-02-02 14:06:26,0,3
5520,2022-12-07 03:55:40,0,
5521,2023-01-21 19:58:54,0,1
5522,2023-10-21 16:52:21,0,3
5523,2023-09-02 03:07:04,0,3
5524,2023-10-24 21:13:59,0,1
5525,2023-02-21 09:02:15,0,1
5526,2023-10-07 13:44:45,0,3
5527,2023-06-30 09:27:39,0,2
5528,2023-06-27 14:49:51,0,2
5529,2023-04-01 12:02:20,0,1
5530,2022-11-27 19:19:15,0,3
5531,2023-05-27 14:10:10,0,3
5532,2023-08-12 07:35:36,0,
5533,2023-02-04 20:07:50,0,
5534,2023-05-02 11:35:00,0,2
5535,2023-10-02 09:40:22,0,3
5536,2023-05-07 04:04:10,0,1
5537,2023-08-09 08:20:04,0,3
5538,2022-12-13 13:15:18,0,3
5539,2023-08-17 19:22:33,0,1
5540,2023-04-27 07:03:39,0,1
5541,2023-02-02 01:37:18,0,1
5542,2023-02-26 15:09:07,0,1
5543,2023-03-22 14:10:20,0,3
5544,2023-01-04 21:00:01,0,3
5545,2023-01-01 17:33:52,0,1
5546,2023-10-11 10:24:36,0,3
5547,2023-05-16 05:49:55,0,2
5548,2023-04-18 20:17:05,0,3
5549,2023-10-02 19:37:50,0,1
5550,2023-06-01 04:33:08,0,3
5551,2023-06-09 04:31:42,0,3
5552,2023-06-15 10:02:05,0,3
5553,2023-06-09 03:13:10,0,3
5554,2022-12-11 21:06:44,0,
5555,2023-04-26 12:11:02,0,3
5556,2023-04-27 02:09:32,0,2
5557,2023-08-20 23:21:55,0,2
5558,2023-05-18 09:24:43,0,3
5559,2023-10-02 06:19:33,0,2
5560,2023-09-13 05:28:17,0,3
5561,2023-04-05 03:15:51,0,2
5562,2023-02-27 13:39:09,0,1
5563,2023-10-24 15:36:42,0,3
5564,2023-05-20 22:08:38,0,
5565,2023-04-07 16:04:23,0,
5566,2023-04-17 23:54:34,0,
5567,2023-07-03 18:50:54,0,2
5568,2023-03-16 19:36:32,0,2
5569,2023-01-20 16:02:09,0,2
5570,2023-07-06 17:59:47,0,
5571,2023-02-08 14:50:39,0,2
5572,2023-05-24 00:08:06,0,2
5573,2023-08-11 09:08:41,0,1
5574,2023-05-09 19:37:15,0,3
5575,2023-08-19 12:11:57,0,1
5576,2022-12-14 04:50:33,0,
5577,2023-09-24 14:38:33,0,2
5578,2023-06-10 13:54:19,0,2
5579,2023-07-19 04:52:16,0,
5580,2023-09-08 09:12:50,0,2
5581,2023-04-14 14:41:16,0,2
5582,2022-10-31 16:40:34,0,2
5583,2023-04-17 05:21:46,0,2
5584,2023-01-05 22:05:50,0,
5585,2023-06-08 03:53:43,0,3
5586,2023-07-26 20:52:42,0,3
5587,2023-10-21 03:18:46,0,
5588,2023-02-24 01:21:26,0,
5589,2022-12-10 03:15:43,0,1
5590,2023-03-08 11:00:45,0,3
5591,2023-02-23 10:58:46,0,3
5592,2023-09-26 21:36:26,0,2
5593,2023-06-22 06:44:41,0,1
5594,2022-12-08 17:12:29,0,1
5595,2023-05-11 18:24:16,0,2
5596,2023-06-20 22:04:15,0,
5597,2022-11-07 18:51:10,0,
5598,2023-01-12 06:01:23,0,1
5599,2022-12-12 05:10:50,0,3
5600,2023-03-12 15:28:46,0,3
5601,2023-08-17 00:12:30,0,1
5602,2023-05-30 08:20:51,0,
5603,2023-01-13 01:28:28,0,
5604,2023-07-26 18:56:43,0,2
5605,2022-12-05 14:19:43,0,3
5606,2023-10-17 14:09:28,0,3
5607,2023-10-27 13:25:18,0,3
5608,2023-10-25 08:15:47,0,3
5609,2022-12-27 13:57:29,0,1
5610,2023-08-06 20:42:26,0,2
5611,2022-12-07 01:01:26,0,2
5612,2022-10-28 16:27:30,0,1
5613,2023-06-05 09:14:28,0,3
5614,2023-07-25 04:32:29,0,3
5615,2023-07-28 13:48:49,0,3
5616,2023-03-21 07:46:20,0,1
5617,2023-06-26 15:15:08,0,2
5618,2023-08-23 09:36:13,0,2
5619,2023-01-10 21:29:35,0,
5620,2022-12-11 05:31:17,0,1
5621,2023-08-13 03:59:59,0,3
5622,2023-10-18 05:44:44,0,1
5623,2023-05-16 19:56:44,0,2
5624,2023-04-18 16:21:07,0,
5625,2023-06-05 19:46:48,0,3
5626,2023-09-01 01:50:42,0,1
5627,2022-11-14 15:04:07,0,3
5628,2022-11-13 01:04:04,0,2
5629,2023-07-03 01:22:55,0,3
5630,2023-08-12 05:28:15,0,1
5631,2022-10-31 01:21:41,0,1
5632,2023-05-11 08:11:00,0,1
5633,2023-10-07 13:43:21,0,3
5634,2023-07-31 00:14:46,0,3
5635,2022-11-16 08:06:07,0,
5636,2023-10-27 15:15:00,0,
5637,2022-11-15 06:09:00,0,1
5638,2023-06-29 08:37:04,0,2
5639,2023-10-20 05:41:48,0,
5640,2022-11-24 05:19:27,0,2
5641,2023-10-08 08:35:18,0,2
5642,2023-06-06 21:14:40,0,3
5643,2022-10-28 23:55:04,0,2
5644,2023-08-01 12:49:08,0,3
5645,2023-01-09 17:51:28,0,
5646,2022-12-03 04:23:51,0,2
5647,2023-08-28 09:11:33,0,2
5648,2023-10-24 15:00:13,0,1
5649,2022-11-17 08:06:58,0,3
5650,2023-08-12 19:39:04,0,3
5651,2022-10-28 16:18:40,0,2
5652,2022-11-29 15:15:53,0,
5653,2023-09-07 08:22:31,0,3
5654,2023-06-18 04:59:26,0,
5655,2023-04-28 13:09:29,0,3
5656,2023-04-10 02:44:28,0,1
5657,2023-07-02 12:57:14,0,
5658,2023-01-29 21:29:08,0,1
5659,2023-06-13 19:22:37,0,1
5660,2023-07-16 08:12:29,0,
5661,2023-09-05 07:52:22,0,2
5662,2023-05-01 17:46:10,0,3
5663,2022-11-20 09:10:36,0,2
5664,2023-01-12 07:56:56,0,2
5665,2023-04-07 11:37:08,0,1
5666,2023-01-17 00:48:06,0,3
5667,2022-11-12 18:07:02,0,2
5668,2023-03-03 13:14:23,0,2
5669,2023-01-01 16:20:48,0,2
5670,2023-01-29 23:02:08,0,2
5671,2022-12-15 08:41:36,0,1
5672,2023-01-15 02:38:48,0,3
5673,2023-03-31 16:06:06,0,1
5674,2023-06-19 07:57:15,0,
5675,2023-04-04 18:08:43,0,3
5676,2023-08-13 07:51:31,0,2
5677,2023-06-22 06:57:12,0,2
5678,2023-09-16 20:08:05,0,
5679,2022-12-27 01:19:09,0,2
5680,2022-11-02 19:09:47,0,
5681,2023-06-01 20:53:55,0,2
5682,2023-04-19 16:52:37,0,3
5683,2023-02-18 09:17:33,0,1
5684,2023-05-04 11:55:15,0,1
5685,2023-05-18 12:36:46,0,3
5686,2023-09-04 01:39:14,0,2
5687,2022-11-11 21:52:02,0,2
5688,2023-10-21 10:33:34,0,
5689,2023-07-18 11:16:47,0,3
5690,2023-10-10 22:05:44,0,
5691,2023-05-02 13:29:30,0,1
5692,2023-04-30 18:19:37,0,2
5693,2022-12-19 21:41:44,0,3
5694,2023-09-19 19:57:32,0,1
