id,order_id,menu_item_id
14717,4906,8
14718,4906,9
14719,4907,9
14720,4907,19
14721,4907,1
14722,4908,11
14723,4908,10
14724,4908,19
14725,4909,9
14726,4909,0
14727,4909,7
14728,4910,18
14729,4910,17
14730,4910,15
14731,4911,17
14732,4911,15
14733,4911,4
14734,4912,16
14735,4912,18
14736,4912,5
14737,4913,7
14738,4913,0
14739,4913,6
14740,4914,10
14741,4914,19
14742,4914,11
14743,4915,19
14744,4915,18
14745,4915,11
14746,4916,18
14747,4916,3
14748,4916,17
14749,4917,1
14750,4917,10
14751,4917,6
14752,4918,2
14753,4918,18
14754,4918,6
14755,4919,17
14756,4919,10
14757,4919,11
14758,4920,18
14759,4920,6
14760,4920,6
14761,4921,0
14762,4921,7
14763,4921,17
14764,4922,10
14765,4922,5
14766,4922,8
14767,4923,6
14768,4923,4
14769,4923,0
14770,4924,8
14771,4924,8
14772,4924,18
14773,4925,9
14774,4925,8
14775,4925,6
14776,4926,13
14777,4926,13
14778,4926,14
14779,4927,8
14780,4927,12
14781,4927,17
14782,4928,12
14783,4928,1
14784,4928,17
14785,4929,11
14786,4929,7
14787,4929,18
14788,4930,13
14789,4930,4
14790,4930,14
14791,4931,10
14792,4931,3
14793,4931,16
14794,4932,5
14795,4932,8
14796,4932,0
14797,4933,2
14798,4933,15
14799,4933,8
14800,4934,19
14801,4934,18
14802,4934,5
14803,4935,1
14804,4935,14
14805,4935,7
14806,4936,3
14807,4936,0
14808,4936,13
14809,4937,3
14810,4937,2
14811,4937,0
14812,4938,15
14813,4938,13
14814,4938,18
14815,4939,13
14816,4939,5
14817,4939,2
14818,4940,8
14819,4940,6
14820,4940,9
14821,4941,2
14822,4941,15
14823,4941,13
14824,4942,1
14825,4942,15
14826,4942,12
14827,4943,8
14828,4943,14
14829,4943,15
14830,4944,3
14831,4944,0
14832,4944,13
14833,4945,0
14834,4945,6
14835,4945,5
14836,4946,14
14837,4946,15
14838,4946,16
14839,4947,6
14840,4947,9
14841,4947,2
14842,4948,5
14843,4948,13
14844,4948,14
14845,4949,7
14846,4949,3
14847,4949,0
14848,4950,13
14849,4950,4
14850,4950,2
14851,4951,8
14852,4951,17
14853,4951,18
14854,4952,1
14855,4952,17
14856,4952,16
14857,4953,2
14858,4953,7
14859,4953,1
14860,4954,9
14861,4954,7
14862,4954,3
14863,4955,5
14864,4955,6
14865,4955,15
14866,4956,4
14867,4956,8
14868,4956,9
14869,4957,5
14870,4957,5
14871,4957,10
14872,4958,8
14873,4958,0
14874,4958,16
14875,4959,19
14876,4959,17
14877,4959,7
14878,4960,0
14879,4960,6
14880,4960,2
14881,4961,18
14882,4961,1
14883,4961,7
14884,4962,12
14885,4962,9
14886,4962,8
14887,4963,3
14888,4963,19
14889,4963,17
14890,4964,16
14891,4964,5
14892,4964,1
14893,4965,13
14894,4965,18
14895,4965,13
14896,4966,16
14897,4966,1
14898,4966,14
14899,4967,7
14900,4967,10
14901,4967,5
14902,4968,12
14903,4968,0
14904,4968,18
14905,4969,9
14906,4969,7
14907,4969,2
14908,4970,12
14909,4970,6
14910,4970,7
14911,4971,12
14912,4971,2
14913,4971,0
14914,4972,16
14915,4972,7
14916,4972,18
14917,4973,14
14918,4973,9
14919,4973,5
14920,4974,6
14921,4974,15
14922,4974,1
14923,4975,15
14924,4975,13
14925,4975,17
14926,4976,15
14927,4976,19
14928,4976,19
14929,4977,15
14930,4977,0
14931,4977,18
14932,4978,15
14933,4978,11
14934,4978,14
14935,4979,12
14936,4979,19
14937,4979,2
14938,4980,19
14939,4980,5
14940,4980,13
14941,4981,0
14942,4981,9
14943,4981,16
14944,4982,17
14945,4982,14
14946,4982,19
14947,4983,5
14948,4983,5
14949,4983,17
14950,4984,5
14951,4984,14
14952,4984,15
14953,4985,9
14954,4985,6
14955,4985,18
14956,4986,10
14957,4986,17
14958,4986,8
14959,4987,10
14960,4987,13
14961,4987,16
14962,4988,2
14963,4988,0
14964,4988,10
14965,4989,5
14966,4989,8
14967,4989,13
14968,4990,16
14969,4990,16
14970,4990,16
14971,4991,15
14972,4991,6
14973,4991,8
14974,4992,15
14975,4992,9
14976,4992,15
14977,4993,14
14978,4993,8
14979,4993,14
14980,4994,14
14981,4994,6
14982,4994,8
14983,4995,9
14984,4995,0
14985,4995,7
14986,4996,14
14987,4996,8
14988,4996,5
14989,4997,6
14990,4997,14
14991,4997,7
14992,4998,15
14993,4998,16
14994,4998,15
14995,4999,19
14996,4999,7
14997,4999,11
14998,5000,16
14999,5000,18
15000,5000,16
15001,5001,5
15002,5001,3
15003,5001,10
15004,5002,0
15005,5002,13
15006,5002,5
15007,5003,12
15008,5003,9
15009,5003,6
15010,5004,15
15011,5004,11
15012,5004,16
15013,5005,4
15014,5005,9
15015,5005,0
15016,5006,17
15017,5006,1
15018,5006,5
15019,5007,15
15020,5007,2
15021,5007,11
15022,5008,4
15023,5008,11
15024,5008,10
15025,5009,17
15026,5009,3
15027,5009,14
15028,5010,17
15029,5010,18
15030,5010,10
15031,5011,10
15032,5011,15
15033,5011,18
15034,5012,19
15035,5012,5
15036,5012,12
15037,5013,14
15038,5013,13
15039,5013,8
15040,5014,17
15041,5014,17
15042,5014,1
15043,5015,8
15044,5015,12
15045,5015,6
15046,5016,5
15047,5016,8
15048,5016,17
15049,5017,0
15050,5017,5
15051,5017,19
15052,5018,12
15053,5018,3
15054,5018,10
15055,5019,8
15056,5019,14
15057,5019,6
15058,5020,6
15059,5020,6
15060,5020,4
15061,5021,11
15062,5021,2
15063,5021,1
15064,5022,1
15065,5022,2
15066,5022,16
15067,5023,1
15068,5023,11
15069,5023,13
15070,5024,4
15071,5024,12
15072,5024,4
15073,5025,14
15074,5025,18
15075,5025,14
15076,5026,16
15077,5026,18
15078,5026,11
15079,5027,3
15080,5027,0
15081,5027,5
15082,5028,18
15083,5028,10
15084,5028,17
15085,5029,1
15086,5029,9
15087,5029,16
15088,5030,8
15089,5030,16
15090,5030,10
15091,5031,7
15092,5031,10
15093,5031,12
15094,5032,9
15095,5032,13
15096,5032,7
15097,5033,9
15098,5033,1
15099,5033,14
15100,5034,4
15101,5034,6
15102,5034,4
15103,5035,6
15104,5035,16
15105,5035,7
15106,5036,3
15107,5036,2
15108,5036,6
15109,5037,12
15110,5037,11
15111,5037,7
15112,5038,5
15113,5038,6
15114,5038,19
15115,5039,12
15116,5039,3
15117,5039,13
15118,5040,5
15119,5040,1
15120,5040,18
15121,5041,3
15122,5041,9
15123,5041,6
15124,5042,5
15125,5042,17
15126,5042,19
15127,5043,17
15128,5043,12
15129,5043,6
15130,5044,16
15131,5044,17
15132,5044,14
15133,5045,18
15134,5045,13
15135,5045,14
15136,5046,0
15137,5046,6
15138,5046,8
15139,5047,8
15140,5047,10
15141,5047,7
15142,5048,7
15143,5048,13
15144,5048,10
15145,5049,8
15146,5049,10
15147,5049,11
15148,5050,6
15149,5050,17
15150,5050,3
15151,5051,6
15152,5051,2
15153,5051,10
15154,5052,8
15155,5052,3
15156,5052,15
15157,5053,14
15158,5053,3
15159,5053,2
15160,5054,16
15161,5054,2
15162,5054,13
15163,5055,2
15164,5055,5
15165,5055,13
15166,5056,8
15167,5056,11
15168,5056,0
15169,5057,8
15170,5057,6
15171,5057,10
15172,5058,4
15173,5058,18
15174,5058,5
15175,5059,15
15176,5059,19
15177,5059,16
15178,5060,9
15179,5060,18
15180,5060,1
15181,5061,12
15182,5061,1
15183,5061,14
15184,5062,0
15185,5062,19
15186,5062,12
15187,5063,10
15188,5063,0
15189,5063,19
15190,5064,17
15191,5064,9
15192,5064,8
15193,5065,3
15194,5065,15
15195,5065,14
15196,5066,9
15197,5066,19
15198,5066,18
15199,5067,13
15200,5067,8
15201,5067,14
15202,5068,14
15203,5068,7
15204,5068,6
15205,5069,7
15206,5069,18
15207,5069,4
15208,5070,16
15209,5070,10
15210,5070,7
15211,5071,19
15212,5071,6
15213,5071,18
15214,5072,13
15215,5072,16
15216,5072,13
15217,5073,18
15218,5073,4
15219,5073,9
15220,5074,0
15221,5074,17
15222,5074,19
15223,5075,6
15224,5075,0
15225,5075,2
15226,5076,0
15227,5076,0
15228,5076,13
15229,5077,14
15230,5077,8
15231,5077,14
15232,5078,11
15233,5078,5
15234,5078,15
15235,5079,2
15236,5079,19
15237,5079,11
15238,5080,1
15239,5080,7
15240,5080,11
15241,5081,15
15242,5081,14
15243,5081,1
15244,5082,8
15245,5082,19
15246,5082,17
15247,5083,6
15248,5083,13
15249,5083,17
15250,5084,8
15251,5084,5
15252,5084,7
15253,5085,2
15254,5085,6
15255,5085,0
15256,5086,0
15257,5086,12
15258,5086,15
15259,5087,15
15260,5087,14
15261,5087,2
15262,5088,9
15263,5088,1
15264,5088,5
15265,5089,1
15266,5089,15
15267,5089,19
15268,5090,17
15269,5090,12
15270,5090,15
15271,5091,2
15272,5091,9
15273,5091,10
15274,5092,7
15275,5092,1
15276,5092,16
15277,5093,2
15278,5093,5
15279,5093,13
15280,5094,17
15281,5094,14
15282,5094,14
15283,5095,13
15284,5095,5
15285,5095,1
15286,5096,9
15287,5096,3
15288,5096,9
15289,5097,19
15290,5097,12
15291,5097,18
15292,5098,16
15293,5098,7
15294,5098,18
15295,5099,12
15296,5099,19
15297,5099,16
15298,5100,4
15299,5100,10
15300,5100,18
15301,5101,18
15302,5101,1
15303,5101,11
15304,5102,5
15305,5102,11
15306,5102,2
15307,5103,12
15308,5103,6
15309,5103,7
15310,5104,0
15311,5104,2
15312,5104,18
15313,5105,10
15314,5105,18
15315,5105,7
15316,5106,7
15317,5106,15
15318,5106,7
15319,5107,1
15320,5107,14
15321,5107,3
15322,5108,15
15323,5108,1
15324,5108,19
15325,5109,0
15326,5109,5
15327,5109,10
15328,5110,15
15329,5110,6
15330,5110,2
15331,5111,4
15332,5111,17
15333,5111,9
15334,5112,3
15335,5112,16
15336,5112,17
15337,5113,6
15338,5113,16
15339,5113,17
15340,5114,14
15341,5114,8
15342,5114,1
15343,5115,16
15344,5115,15
15345,5115,8
15346,5116,11
15347,5116,11
15348,5116,13
15349,5117,13
15350,5117,11
15351,5117,16
15352,5118,4
15353,5118,3
15354,5118,1
15355,5119,16
15356,5119,6
15357,5119,5
15358,5120,11
15359,5120,13
15360,5120,7
15361,5121,9
15362,5121,5
15363,5121,12
15364,5122,7
15365,5122,2
15366,5122,4
15367,5123,11
15368,5123,19
15369,5123,11
15370,5124,14
15371,5124,11
15372,5124,7
15373,5125,14
15374,5125,10
15375,5125,4
15376,5126,12
15377,5126,18
15378,5126,17
15379,5127,8
15380,5127,14
15381,5127,19
15382,5128,19
15383,5128,10
15384,5128,18
15385,5129,17
15386,5129,19
15387,5129,4
15388,5130,19
15389,5130,13
15390,5130,15
15391,5131,5
15392,5131,8
15393,5131,16
15394,5132,13
15395,5132,6
15396,5132,17
15397,5133,3
15398,5133,18
15399,5133,16
15400,5134,10
15401,5134,15
15402,5134,7
15403,5135,15
15404,5135,16
15405,5135,4
15406,5136,3
15407,5136,2
15408,5136,16
15409,5137,19
15410,5137,3
15411,5137,19
15412,5138,9
15413,5138,3
15414,5138,18
15415,5139,10
15416,5139,4
15417,5139,19
15418,5140,1
15419,5140,5
15420,5140,6
15421,5141,4
15422,5141,2
15423,5141,17
15424,5142,11
15425,5142,15
15426,5142,14
15427,5143,0
15428,5143,15
15429,5143,14
15430,5144,13
15431,5144,13
15432,5144,4
15433,5145,9
15434,5145,5
15435,5145,0
15436,5146,3
15437,5146,3
15438,5146,1
15439,5147,9
15440,5147,0
15441,5147,16
15442,5148,12
15443,5148,0
15444,5148,18
15445,5149,5
15446,5149,13
15447,5149,9
15448,5150,9
15449,5150,3
15450,5150,17
15451,5151,2
15452,5151,7
15453,5151,11
15454,5152,4
15455,5152,0
15456,5152,16
15457,5153,19
15458,5153,8
15459,5153,18
15460,5154,14
15461,5154,14
15462,5154,0
15463,5155,1
15464,5155,11
15465,5155,5
15466,5156,5
15467,5156,10
15468,5156,0
15469,5157,8
15470,5157,17
15471,5157,6
15472,5158,2
15473,5158,19
15474,5158,2
15475,5159,12
15476,5159,11
15477,5159,12
15478,5160,12
15479,5160,17
15480,5160,15
15481,5161,7
15482,5161,12
15483,5161,14
15484,5162,8
15485,5162,9
15486,5162,19
15487,5163,1
15488,5163,3
15489,5163,4
15490,5164,11
15491,5164,1
15492,5164,0
15493,5165,7
15494,5165,4
15495,5165,19
15496,5166,13
15497,5166,15
15498,5166,6
15499,5167,2
15500,5167,16
15501,5167,13
15502,5168,9
15503,5168,9
15504,5168,1
15505,5169,6
15506,5169,1
15507,5169,9
15508,5170,6
15509,5170,3
15510,5170,16
15511,5171,3
15512,5171,3
15513,5171,13
15514,5172,16
15515,5172,6
15516,5172,13
15517,5173,15
15518,5173,17
15519,5173,12
15520,5174,2
15521,5174,4
15522,5174,11
15523,5175,0
15524,5175,19
15525,5175,14
15526,5176,9
15527,5176,15
15528,5176,12
15529,5177,17
15530,5177,12
15531,5177,4
15532,5178,5
15533,5178,13
15534,5178,2
15535,5179,15
15536,5179,9
15537,5179,6
15538,5180,15
15539,5180,17
15540,5180,13
15541,5181,3
15542,5181,11
15543,5181,16
15544,5182,12
15545,5182,2
15546,5182,2
15547,5183,16
15548,5183,13
15549,5183,0
15550,5184,13
15551,5184,12
15552,5184,10
15553,5185,3
15554,5185,4
15555,5185,8
15556,5186,13
15557,5186,16
15558,5186,9
15559,5187,7
15560,5187,17
15561,5187,3
15562,5188,14
15563,5188,9
15564,5188,12
15565,5189,18
15566,5189,19
15567,5189,7
15568,5190,7
15569,5190,11
15570,5190,19
15571,5191,19
15572,5191,11
15573,5191,10
15574,5192,9
15575,5192,5
15576,5192,11
15577,5193,16
15578,5193,5
15579,5193,9
15580,5194,16
15581,5194,4
15582,5194,16
15583,5195,0
15584,5195,17
15585,5195,7
15586,5196,9
15587,5196,10
15588,5196,7
15589,5197,5
15590,5197,12
15591,5197,15
15592,5198,4
15593,5198,5
15594,5198,6
15595,5199,8
15596,5199,3
15597,5199,8
15598,5200,14
15599,5200,3
15600,5200,3
15601,5201,18
15602,5201,12
15603,5201,5
15604,5202,3
15605,5202,7
15606,5202,2
15607,5203,4
15608,5203,19
15609,5203,1
15610,5204,16
15611,5204,1
15612,5204,6
15613,5205,19
15614,5205,17
15615,5205,15
15616,5206,12
15617,5206,6
15618,5206,3
15619,5207,13
15620,5207,7
15621,5207,0
15622,5208,15
15623,5208,10
15624,5208,5
15625,5209,9
15626,5209,8
15627,5209,3
15628,5210,11
15629,5210,4
15630,5210,14
15631,5211,2
15632,5211,17
15633,5211,15
15634,5212,7
15635,5212,13
15636,5212,10
15637,5213,10
15638,5213,3
15639,5213,17
15640,5214,12
15641,5214,16
15642,5214,17
15643,5215,4
15644,5215,10
15645,5215,13
15646,5216,17
15647,5216,18
15648,5216,14
15649,5217,14
15650,5217,14
15651,5217,11
15652,5218,6
15653,5218,3
15654,5218,16
15655,5219,7
15656,5219,11
15657,5219,9
15658,5220,3
15659,5220,9
15660,5220,12
15661,5221,0
15662,5221,0
15663,5221,8
15664,5222,6
15665,5222,11
15666,5222,17
15667,5223,19
15668,5223,2
15669,5223,4
15670,5224,3
15671,5224,9
15672,5224,5
15673,5225,0
15674,5225,14
15675,5225,2
15676,5226,15
15677,5226,2
15678,5226,7
15679,5227,19
15680,5227,0
15681,5227,18
15682,5228,4
15683,5228,14
15684,5228,13
15685,5229,15
15686,5229,18
15687,5229,1
15688,5230,5
15689,5230,9
15690,5230,15
15691,5231,9
15692,5231,3
15693,5231,18
15694,5232,7
15695,5232,17
15696,5232,14
15697,5233,0
15698,5233,15
15699,5233,12
15700,5234,5
15701,5234,12
15702,5234,1
15703,5235,19
15704,5235,12
15705,5235,0
15706,5236,16
15707,5236,4
15708,5236,11
15709,5237,10
15710,5237,9
15711,5237,17
15712,5238,0
15713,5238,7
15714,5238,4
15715,5239,11
15716,5239,12
15717,5239,16
15718,5240,19
15719,5240,19
15720,5240,7
15721,5241,6
15722,5241,16
15723,5241,0
15724,5242,11
15725,5242,4
15726,5242,10
15727,5243,7
15728,5243,16
15729,5243,13
15730,5244,19
15731,5244,8
15732,5244,13
15733,5245,8
15734,5245,6
15735,5245,0
15736,5246,0
15737,5246,8
15738,5246,7
15739,5247,5
15740,5247,7
15741,5247,9
15742,5248,0
15743,5248,12
15744,5248,6
15745,5249,3
15746,5249,11
15747,5249,8
15748,5250,9
15749,5250,7
15750,5250,13
15751,5251,12
15752,5251,12
15753,5251,13
15754,5252,1
15755,5252,10
15756,5252,13
15757,5253,18
15758,5253,19
15759,5253,3
15760,5254,10
15761,5254,0
15762,5254,0
15763,5255,0
15764,5255,9
15765,5255,7
15766,5256,2
15767,5256,8
15768,5256,4
15769,5257,18
15770,5257,5
15771,5257,14
15772,5258,14
15773,5258,19
15774,5258,19
15775,5259,2
15776,5259,7
15777,5259,2
15778,5260,18
15779,5260,7
15780,5260,11
15781,5261,7
15782,5261,2
15783,5261,9
15784,5262,19
15785,5262,0
15786,5262,3
15787,5263,15
15788,5263,5
15789,5263,3
15790,5264,5
15791,5264,18
15792,5264,15
15793,5265,6
15794,5265,19
15795,5265,0
15796,5266,18
15797,5266,18
15798,5266,15
15799,5267,5
15800,5267,16
15801,5267,19
15802,5268,9
15803,5268,3
15804,5268,0
15805,5269,8
15806,5269,12
15807,5269,18
15808,5270,13
15809,5270,1
15810,5270,5
15811,5271,9
15812,5271,5
15813,5271,1
15814,5272,15
15815,5272,0
15816,5272,5
15817,5273,7
15818,5273,9
15819,5273,7
15820,5274,2
15821,5274,0
15822,5274,17
15823,5275,18
15824,5275,19
15825,5275,17
15826,5276,1
15827,5276,9
15828,5276,19
15829,5277,13
15830,5277,6
15831,5277,11
15832,5278,13
15833,5278,9
15834,5278,0
15835,5279,12
15836,5279,17
15837,5279,9
15838,5280,0
15839,5280,17
15840,5280,15
15841,5281,4
15842,5281,17
15843,5281,6
15844,5282,4
15845,5282,9
15846,5282,18
15847,5283,5
15848,5283,15
15849,5283,19
15850,5284,18
15851,5284,5
15852,5284,13
15853,5285,16
15854,5285,8
15855,5285,0
15856,5286,13
15857,5286,17
15858,5286,0
15859,5287,0
15860,5287,18
15861,5287,19
15862,5288,0
15863,5288,9
15864,5288,18
15865,5289,1
15866,5289,11
15867,5289,5
15868,5290,5
15869,5290,11
15870,5290,16
15871,5291,7
15872,5291,2
15873,5291,12
15874,5292,7
15875,5292,8
15876,5292,14
15877,5293,14
15878,5293,14
15879,5293,10
15880,5294,14
15881,5294,15
15882,5294,6
15883,5295,6
15884,5295,9
15885,5295,17
15886,5296,1
15887,5296,3
15888,5296,15
15889,5297,6
15890,5297,17
15891,5297,6
15892,5298,8
15893,5298,1
15894,5298,2
15895,5299,3
15896,5299,7
15897,5299,11
15898,5300,8
15899,5300,8
15900,5300,18
15901,5301,2
15902,5301,13
15903,5301,10
15904,5302,12
15905,5302,2
15906,5302,5
15907,5303,16
15908,5303,5
15909,5303,16
15910,5304,4
15911,5304,2
15912,5304,3
15913,5305,7
15914,5305,4
15915,5305,0
15916,5306,3
15917,5306,3
15918,5306,17
15919,5307,18
15920,5307,8
15921,5307,12
15922,5308,10
15923,5308,3
15924,5308,13
15925,5309,17
15926,5309,6
15927,5309,7
15928,5310,12
15929,5310,19
15930,5310,3
15931,5311,1
15932,5311,19
15933,5311,2
15934,5312,5
15935,5312,15
15936,5312,8
15937,5313,18
15938,5313,15
15939,5313,6
15940,5314,4
15941,5314,11
15942,5314,3
15943,5315,17
15944,5315,3
15945,5315,2
15946,5316,12
15947,5316,10
15948,5316,19
15949,5317,10
15950,5317,4
15951,5317,15
15952,5318,17
15953,5318,7
15954,5318,12
15955,5319,6
15956,5319,11
15957,5319,19
15958,5320,19
15959,5320,3
15960,5320,3
15961,5321,16
15962,5321,10
15963,5321,8
15964,5322,0
15965,5322,8
15966,5322,5
15967,5323,17
15968,5323,1
15969,5323,18
15970,5324,14
15971,5324,4
15972,5324,16
15973,5325,11
15974,5325,11
15975,5325,13
15976,5326,13
15977,5326,4
15978,5326,12
15979,5327,14
15980,5327,15
15981,5327,8
15982,5328,13
15983,5328,14
15984,5328,18
15985,5329,8
15986,5329,1
15987,5329,6
15988,5330,10
15989,5330,17
15990,5330,5
15991,5331,13
15992,5331,10
15993,5331,8
15994,5332,15
15995,5332,0
15996,5332,18
15997,5333,14
15998,5333,2
15999,5333,17
16000,5334,1
16001,5334,18
16002,5334,9
16003,5335,17
16004,5335,1
16005,5335,15
16006,5336,2
16007,5336,4
16008,5336,8
16009,5337,8
16010,5337,9
16011,5337,5
16012,5338,2
16013,5338,3
16014,5338,9
16015,5339,14
16016,5339,3
16017,5339,18
16018,5340,18
16019,5340,4
16020,5340,7
16021,5341,4
16022,5341,2
16023,5341,1
16024,5342,8
16025,5342,17
16026,5342,13
16027,5343,19
16028,5343,4
16029,5343,9
16030,5344,4
16031,5344,3
16032,5344,6
16033,5345,18
16034,5345,18
16035,5345,8
16036,5346,11
16037,5346,2
16038,5346,5
16039,5347,12
16040,5347,1
16041,5347,17
16042,5348,2
16043,5348,14
16044,5348,1
16045,5349,2
16046,5349,18
16047,5349,1
16048,5350,3
16049,5350,3
16050,5350,8
16051,5351,19
16052,5351,5
16053,5351,2
16054,5352,11
16055,5352,11
16056,5352,19
16057,5353,4
16058,5353,11
16059,5353,14
16060,5354,11
16061,5354,6
16062,5354,0
16063,5355,13
16064,5355,15
16065,5355,18
16066,5356,6
16067,5356,19
16068,5356,14
16069,5357,9
16070,5357,19
16071,5357,18
16072,5358,5
16073,5358,13
16074,5358,14
16075,5359,0
16076,5359,4
16077,5359,3
16078,5360,0
16079,5360,5
16080,5360,8
16081,5361,8
16082,5361,8
16083,5361,1
16084,5362,15
16085,5362,18
16086,5362,19
16087,5363,0
16088,5363,6
16089,5363,7
16090,5364,2
16091,5364,16
16092,5364,18
16093,5365,10
16094,5365,9
16095,5365,11
16096,5366,1
16097,5366,8
16098,5366,16
16099,5367,19
16100,5367,15
16101,5367,15
16102,5368,14
16103,5368,13
16104,5368,3
16105,5369,18
16106,5369,0
16107,5369,4
16108,5370,12
16109,5370,5
16110,5370,13
16111,5371,4
16112,5371,0
16113,5371,4
16114,5372,0
16115,5372,9
16116,5372,6
16117,5373,16
16118,5373,16
16119,5373,2
16120,5374,18
16121,5374,12
16122,5374,15
16123,5375,11
16124,5375,0
16125,5375,0
16126,5376,9
16127,5376,18
16128,5376,2
16129,5377,1
16130,5377,16
16131,5377,4
16132,5378,1
16133,5378,8
16134,5378,8
16135,5379,4
16136,5379,18
16137,5379,19
16138,5380,9
16139,5380,4
16140,5380,7
16141,5381,10
16142,5381,7
16143,5381,14
16144,5382,0
16145,5382,17
16146,5382,19
16147,5383,15
16148,5383,19
16149,5383,10
16150,5384,11
16151,5384,12
16152,5384,19
16153,5385,7
16154,5385,16
16155,5385,6
16156,5386,1
16157,5386,14
16158,5386,0
16159,5387,2
16160,5387,1
16161,5387,1
16162,5388,15
16163,5388,3
16164,5388,18
16165,5389,6
16166,5389,15
16167,5389,6
16168,5390,6
16169,5390,9
16170,5390,14
16171,5391,6
16172,5391,3
16173,5391,10
16174,5392,8
16175,5392,6
16176,5392,17
16177,5393,2
16178,5393,16
16179,5393,11
16180,5394,0
16181,5394,5
16182,5394,18
16183,5395,10
16184,5395,18
16185,5395,7
16186,5396,16
16187,5396,12
16188,5396,2
16189,5397,12
16190,5397,19
16191,5397,17
16192,5398,2
16193,5398,10
16194,5398,9
16195,5399,18
16196,5399,19
16197,5399,7
16198,5400,3
16199,5400,4
16200,5400,4
16201,5401,7
16202,5401,14
16203,5401,3
16204,5402,11
16205,5402,15
16206,5402,9
16207,5403,16
16208,5403,5
16209,5403,16
16210,5404,7
16211,5404,9
16212,5404,11
16213,5405,8
16214,5405,2
16215,5405,10
16216,5406,2
16217,5406,16
16218,5406,13
16219,5407,13
16220,5407,15
16221,5407,3
16222,5408,2
16223,5408,1
16224,5408,15
16225,5409,13
16226,5409,10
16227,5409,14
16228,5410,16
16229,5410,5
16230,5410,10
16231,5411,18
16232,5411,18
16233,5411,9
16234,5412,18
16235,5412,10
16236,5412,3
16237,5413,1
16238,5413,10
16239,5413,6
16240,5414,10
16241,5414,12
16242,5414,14
16243,5415,19
16244,5415,4
16245,5415,11
16246,5416,3
16247,5416,10
16248,5416,16
16249,5417,1
16250,5417,15
16251,5417,19
16252,5418,3
16253,5418,3
16254,5418,0
16255,5419,7
16256,5419,4
16257,5419,16
16258,5420,12
16259,5420,13
16260,5420,11
16261,5421,11
16262,5421,10
16263,5421,10
16264,5422,16
16265,5422,15
16266,5422,14
16267,5423,16
16268,5423,6
16269,5423,14
16270,5424,18
16271,5424,19
16272,5424,18
16273,5425,10
16274,5425,15
16275,5425,17
16276,5426,12
16277,5426,5
16278,5426,12
16279,5427,10
16280,5427,10
16281,5427,13
16282,5428,15
16283,5428,4
16284,5428,7
16285,5429,8
16286,5429,12
16287,5429,9
16288,5430,12
16289,5430,7
16290,5430,15
16291,5431,2
16292,5431,0
16293,5431,13
16294,5432,18
16295,5432,16
16296,5432,10
16297,5433,12
16298,5433,11
16299,5433,6
16300,5434,0
16301,5434,0
16302,5434,3
16303,5435,17
16304,5435,5
16305,5435,9
16306,5436,14
16307,5436,16
16308,5436,1
16309,5437,15
16310,5437,13
16311,5437,10
16312,5438,2
16313,5438,3
16314,5438,6
16315,5439,6
16316,5439,6
16317,5439,3
16318,5440,14
16319,5440,10
16320,5440,1
16321,5441,10
16322,5441,17
16323,5441,1
16324,5442,13
16325,5442,14
16326,5442,18
16327,5443,9
16328,5443,8
16329,5443,18
16330,5444,10
16331,5444,13
16332,5444,0
16333,5445,10
16334,5445,12
16335,5445,0
16336,5446,4
16337,5446,6
16338,5446,3
16339,5447,15
16340,5447,13
16341,5447,6
16342,5448,5
16343,5448,12
16344,5448,15
16345,5449,10
16346,5449,6
16347,5449,10
16348,5450,19
16349,5450,9
16350,5450,13
16351,5451,12
16352,5451,6
16353,5451,7
16354,5452,16
16355,5452,19
16356,5452,6
16357,5453,11
16358,5453,6
16359,5453,19
16360,5454,13
16361,5454,16
16362,5454,14
16363,5455,2
16364,5455,4
16365,5455,1
16366,5456,14
16367,5456,3
16368,5456,16
16369,5457,7
16370,5457,11
16371,5457,18
16372,5458,13
16373,5458,11
16374,5458,0
16375,5459,9
16376,5459,2
16377,5459,14
16378,5460,3
16379,5460,10
16380,5460,5
16381,5461,9
16382,5461,9
16383,5461,1
16384,5462,10
16385,5462,7
16386,5462,17
16387,5463,14
16388,5463,17
16389,5463,12
16390,5464,19
16391,5464,16
16392,5464,3
16393,5465,10
16394,5465,8
16395,5465,18
16396,5466,16
16397,5466,2
16398,5466,6
16399,5467,7
16400,5467,10
16401,5467,16
16402,5468,12
16403,5468,9
16404,5468,19
16405,5469,5
16406,5469,6
16407,5469,12
16408,5470,16
16409,5470,9
16410,5470,1
16411,5471,2
16412,5471,19
16413,5471,15
16414,5472,15
16415,5472,15
16416,5472,13
16417,5473,5
16418,5473,13
16419,5473,13
16420,5474,5
16421,5474,0
16422,5474,10
16423,5475,14
16424,5475,8
16425,5475,17
16426,5476,11
16427,5476,13
16428,5476,13
16429,5477,12
16430,5477,5
16431,5477,5
16432,5478,16
16433,5478,1
16434,5478,12
16435,5479,7
16436,5479,4
16437,5479,5
16438,5480,12
16439,5480,5
16440,5480,5
16441,5481,6
16442,5481,3
16443,5481,13
16444,5482,13
16445,5482,18
16446,5482,16
16447,5483,18
16448,5483,7
16449,5483,0
16450,5484,4
16451,5484,2
16452,5484,11
16453,5485,0
16454,5485,8
16455,5485,7
16456,5486,4
16457,5486,5
16458,5486,15
16459,5487,11
16460,5487,18
16461,5487,0
16462,5488,16
16463,5488,8
16464,5488,14
